id,age,gender,skinColor,accessories,nailPolish,aspectOfHand,imageName,irregularities
559,20,female,dark,0,0,dorsal left,Hand_0000093.jpg,0
559,20,female,dark,0,0,dorsal left,Hand_0000094.jpg,0
559,20,female,dark,0,0,dorsal left,Hand_0000095.jpg,0
559,20,female,dark,0,0,dorsal left,Hand_0000096.jpg,0
559,20,female,dark,0,0,dorsal left,Hand_0000097.jpg,0
65,20,female,dark,0,1,dorsal right,Hand_0000108.jpg,0
65,20,female,dark,0,1,dorsal right,Hand_0000109.jpg,0
65,20,female,dark,0,1,dorsal right,Hand_0000111.jpg,0
65,20,female,dark,0,1,dorsal right,Hand_0000112.jpg,0
65,20,female,dark,0,1,dorsal left,Hand_0000122.jpg,0
65,20,female,dark,0,1,dorsal left,Hand_0000123.jpg,0
505,21,female,medium,0,0,dorsal right,Hand_0000132.jpg,0
505,21,female,medium,0,0,dorsal right,Hand_0000133.jpg,0
505,21,female,medium,0,0,dorsal right,Hand_0000134.jpg,0
505,21,female,medium,0,0,dorsal right,Hand_0000135.jpg,0
505,21,female,medium,0,0,dorsal left,Hand_0000144.jpg,0
505,21,female,medium,0,0,dorsal left,Hand_0000145.jpg,0
505,21,female,medium,0,0,dorsal left,Hand_0000146.jpg,0
505,21,female,medium,0,0,dorsal left,Hand_0000147.jpg,0
594,20,female,medium,0,0,dorsal left,Hand_0000156.jpg,0
594,20,female,medium,0,0,dorsal left,Hand_0000157.jpg,0
594,20,female,medium,0,0,dorsal left,Hand_0000158.jpg,0
594,20,female,medium,0,0,dorsal left,Hand_0000159.jpg,0
594,20,female,medium,0,0,dorsal left,Hand_0000160.jpg,0
594,20,female,medium,0,0,dorsal right,Hand_0000166.jpg,0
594,20,female,medium,0,0,dorsal right,Hand_0000167.jpg,0
594,20,female,medium,0,0,dorsal right,Hand_0000169.jpg,0
594,20,female,medium,0,0,dorsal right,Hand_0000170.jpg,0
1585,20,female,fair,0,0,dorsal right,Hand_0000178.jpg,0
1585,20,female,fair,0,0,dorsal right,Hand_0000179.jpg,0
1585,20,female,fair,0,0,dorsal right,Hand_0000180.jpg,0
1585,20,female,fair,0,0,dorsal right,Hand_0000182.jpg,0
1585,20,female,fair,0,0,dorsal right,Hand_0000183.jpg,0
1585,20,female,fair,0,0,dorsal left,Hand_0000195.jpg,0
1585,20,female,fair,0,0,dorsal left,Hand_0000196.jpg,0
1585,20,female,fair,0,0,dorsal left,Hand_0000197.jpg,0
1585,20,female,fair,0,0,dorsal left,Hand_0000198.jpg,0
55,20,female,medium,1,0,dorsal left,Hand_0000203.jpg,0
55,20,female,medium,1,0,dorsal left,Hand_0000204.jpg,0
55,20,female,medium,1,0,dorsal left,Hand_0000205.jpg,0
55,20,female,medium,1,0,dorsal left,Hand_0000206.jpg,0
55,20,female,medium,1,0,dorsal left,Hand_0000207.jpg,0
55,20,female,medium,1,0,dorsal left,Hand_0000208.jpg,0
55,20,female,medium,1,0,dorsal left,Hand_0000209.jpg,0
55,20,female,medium,1,0,dorsal left,Hand_0000210.jpg,0
55,20,female,medium,0,0,dorsal left,Hand_0000217.jpg,0
55,20,female,medium,0,0,dorsal left,Hand_0000218.jpg,0
55,20,female,medium,0,0,dorsal left,Hand_0000219.jpg,0
55,20,female,medium,0,0,dorsal left,Hand_0000220.jpg,0
55,20,female,medium,0,0,dorsal left,Hand_0000221.jpg,0
55,20,female,medium,0,0,dorsal right,Hand_0000227.jpg,0
55,20,female,medium,0,0,dorsal right,Hand_0000228.jpg,0
55,20,female,medium,0,0,dorsal right,Hand_0000229.jpg,0
55,20,female,medium,0,0,dorsal right,Hand_0000230.jpg,0
55,20,female,medium,0,0,dorsal right,Hand_0000231.jpg,0
8,21,female,medium,0,0,dorsal right,Hand_0000236.jpg,0
8,21,female,medium,0,0,dorsal right,Hand_0000237.jpg,0
8,21,female,medium,0,0,dorsal right,Hand_0000238.jpg,0
8,21,female,medium,0,0,dorsal right,Hand_0000239.jpg,0
8,21,female,medium,0,0,dorsal right,Hand_0000240.jpg,0
8,21,female,medium,0,0,dorsal right,Hand_0000241.jpg,0
8,21,female,medium,0,0,dorsal right,Hand_0000242.jpg,0
8,21,female,medium,0,0,dorsal left,Hand_0000248.jpg,0
8,21,female,medium,0,0,dorsal left,Hand_0000249.jpg,0
8,21,female,medium,0,0,dorsal left,Hand_0000250.jpg,0
8,21,female,medium,0,0,dorsal left,Hand_0000251.jpg,0
8,21,female,medium,0,0,dorsal left,Hand_0000252.jpg,0
25,20,female,dark,1,0,dorsal right,Hand_0000259.jpg,0
25,20,female,dark,1,0,dorsal right,Hand_0000260.jpg,0
25,20,female,dark,1,0,dorsal right,Hand_0000261.jpg,0
25,20,female,dark,1,0,dorsal right,Hand_0000262.jpg,0
25,20,female,dark,1,0,dorsal right,Hand_0000263.jpg,0
25,20,female,dark,1,0,dorsal right,Hand_0000264.jpg,0
25,20,female,dark,1,0,dorsal right,Hand_0000265.jpg,0
25,20,female,dark,0,0,dorsal left,Hand_0000272.jpg,0
25,20,female,dark,0,0,dorsal left,Hand_0000273.jpg,0
25,20,female,dark,0,0,dorsal left,Hand_0000275.jpg,0
25,20,female,dark,0,0,dorsal left,Hand_0000276.jpg,0
25,20,female,dark,0,0,dorsal left,Hand_0000277.jpg,0
25,20,female,dark,0,0,dorsal left,Hand_0000278.jpg,0
54,21,female,medium,0,0,dorsal right,Hand_0000286.jpg,0
54,21,female,medium,0,0,dorsal right,Hand_0000287.jpg,0
54,21,female,medium,0,0,dorsal right,Hand_0000288.jpg,0
54,21,female,medium,0,0,dorsal right,Hand_0000289.jpg,0
54,21,female,medium,0,0,dorsal right,Hand_0000290.jpg,0
54,21,female,medium,0,0,dorsal left,Hand_0000296.jpg,0
54,21,female,medium,0,0,dorsal left,Hand_0000297.jpg,0
54,21,female,medium,0,0,dorsal left,Hand_0000298.jpg,0
54,21,female,medium,0,0,dorsal left,Hand_0000299.jpg,0
54,21,female,medium,0,0,dorsal left,Hand_0000300.jpg,0
1515,21,female,fair,0,0,dorsal right,Hand_0000306.jpg,0
1515,21,female,fair,0,0,dorsal right,Hand_0000307.jpg,0
1515,21,female,fair,0,0,dorsal right,Hand_0000308.jpg,0
1515,21,female,fair,0,0,dorsal right,Hand_0000309.jpg,0
1515,21,female,fair,0,0,dorsal right,Hand_0000310.jpg,0
1515,21,female,fair,0,0,dorsal right,Hand_0000311.jpg,0
1515,21,female,fair,0,0,dorsal right,Hand_0000312.jpg,0
1515,21,female,fair,0,0,dorsal right,Hand_0000314.jpg,0
1515,21,female,fair,0,0,dorsal left,Hand_0000322.jpg,0
1515,21,female,fair,0,0,dorsal left,Hand_0000323.jpg,0
1515,21,female,fair,0,0,dorsal left,Hand_0000324.jpg,0
1515,21,female,fair,0,0,dorsal left,Hand_0000325.jpg,0
1515,21,female,fair,0,0,dorsal left,Hand_0000326.jpg,0
1515,21,female,fair,0,0,dorsal left,Hand_0000327.jpg,0
1515,21,female,fair,0,0,dorsal left,Hand_0000328.jpg,0
81,20,female,fair,0,1,dorsal left,Hand_0000372.jpg,0
81,20,female,fair,0,1,dorsal left,Hand_0000373.jpg,0
81,20,female,fair,0,1,dorsal left,Hand_0000374.jpg,0
81,20,female,fair,0,1,dorsal left,Hand_0000375.jpg,0
81,20,female,fair,0,1,dorsal left,Hand_0000376.jpg,0
81,20,female,fair,0,1,dorsal left,Hand_0000377.jpg,0
81,20,female,fair,0,1,dorsal left,Hand_0000378.jpg,0
81,20,female,fair,0,1,dorsal right,Hand_0000390.jpg,0
81,20,female,fair,0,1,dorsal right,Hand_0000391.jpg,0
81,20,female,fair,0,1,dorsal right,Hand_0000392.jpg,0
81,20,female,fair,0,1,dorsal right,Hand_0000393.jpg,0
81,20,female,fair,0,1,dorsal right,Hand_0000394.jpg,0
81,20,female,fair,0,1,dorsal right,Hand_0000395.jpg,0
81,20,female,fair,0,1,dorsal right,Hand_0000396.jpg,0
1073,20,female,medium,1,0,dorsal left,Hand_0000397.jpg,0
1073,20,female,medium,1,0,dorsal left,Hand_0000398.jpg,0
1073,20,female,medium,1,0,dorsal left,Hand_0000399.jpg,0
1073,20,female,medium,1,0,dorsal left,Hand_0000400.jpg,0
1073,20,female,medium,1,0,dorsal left,Hand_0000401.jpg,0
1073,20,female,medium,1,0,dorsal left,Hand_0000402.jpg,0
1073,20,female,medium,1,0,dorsal left,Hand_0000403.jpg,0
1073,20,female,medium,1,0,dorsal left,Hand_0000404.jpg,0
1073,20,female,medium,1,0,dorsal left,Hand_0000405.jpg,0
1073,20,female,medium,1,0,dorsal left,Hand_0000406.jpg,0
1073,20,female,medium,1,0,dorsal left,Hand_0000407.jpg,0
1073,20,female,medium,1,0,dorsal left,Hand_0000408.jpg,0
1073,20,female,medium,0,0,dorsal left,Hand_0000416.jpg,0
1073,20,female,medium,0,0,dorsal left,Hand_0000417.jpg,0
1073,20,female,medium,0,0,dorsal left,Hand_0000418.jpg,0
1073,20,female,medium,0,0,dorsal left,Hand_0000419.jpg,0
1073,20,female,medium,0,0,dorsal left,Hand_0000420.jpg,0
1073,20,female,medium,0,0,dorsal left,Hand_0000421.jpg,0
1073,20,female,medium,0,0,dorsal right,Hand_0000427.jpg,0
1073,20,female,medium,0,0,dorsal right,Hand_0000428.jpg,0
1073,20,female,medium,0,0,dorsal right,Hand_0000429.jpg,0
1073,20,female,medium,0,0,dorsal right,Hand_0000430.jpg,0
1073,20,female,medium,0,0,dorsal right,Hand_0000431.jpg,0
1073,20,female,medium,0,0,dorsal right,Hand_0000432.jpg,0
1073,20,female,medium,0,0,dorsal right,Hand_0000433.jpg,0
19,20,female,medium,1,1,dorsal right,Hand_0000443.jpg,0
19,20,female,medium,1,1,dorsal right,Hand_0000444.jpg,0
19,20,female,medium,1,1,dorsal right,Hand_0000445.jpg,0
19,20,female,medium,1,1,dorsal right,Hand_0000446.jpg,0
19,20,female,medium,1,1,dorsal right,Hand_0000447.jpg,0
19,20,female,medium,1,1,dorsal right,Hand_0000448.jpg,0
19,20,female,medium,0,1,dorsal right,Hand_0000459.jpg,0
19,20,female,medium,0,1,dorsal right,Hand_0000460.jpg,0
19,20,female,medium,0,1,dorsal right,Hand_0000461.jpg,0
19,20,female,medium,0,1,dorsal right,Hand_0000462.jpg,0
19,20,female,medium,0,1,dorsal right,Hand_0000463.jpg,0
19,20,female,medium,0,1,dorsal right,Hand_0000465.jpg,0
19,20,female,medium,0,1,dorsal right,Hand_0000472.jpg,0
19,20,female,medium,0,1,dorsal right,Hand_0000473.jpg,0
19,20,female,medium,1,1,dorsal left,Hand_0000482.jpg,0
19,20,female,medium,1,1,dorsal left,Hand_0000483.jpg,0
19,20,female,medium,1,1,dorsal left,Hand_0000484.jpg,0
19,20,female,medium,1,1,dorsal left,Hand_0000485.jpg,0
19,20,female,medium,1,1,dorsal left,Hand_0000486.jpg,0
13,20,female,medium,1,0,dorsal left,Hand_0000494.jpg,0
13,20,female,medium,1,0,dorsal left,Hand_0000495.jpg,0
13,20,female,medium,1,0,dorsal left,Hand_0000496.jpg,0
13,20,female,medium,1,0,dorsal left,Hand_0000497.jpg,0
13,20,female,medium,1,0,dorsal left,Hand_0000498.jpg,0
13,20,female,medium,1,0,dorsal left,Hand_0000499.jpg,0
13,20,female,medium,0,0,dorsal right,Hand_0000507.jpg,0
13,20,female,medium,0,0,dorsal right,Hand_0000508.jpg,0
13,20,female,medium,0,0,dorsal right,Hand_0000509.jpg,0
13,20,female,medium,0,0,dorsal right,Hand_0000510.jpg,0
13,20,female,medium,0,0,dorsal right,Hand_0000511.jpg,0
13,20,female,medium,0,0,dorsal right,Hand_0000512.jpg,0
11,20,female,medium,0,0,dorsal left,Hand_0000518.jpg,0
11,20,female,medium,0,0,dorsal left,Hand_0000519.jpg,0
11,20,female,medium,0,0,dorsal left,Hand_0000520.jpg,0
11,20,female,medium,0,0,dorsal left,Hand_0000521.jpg,0
11,20,female,medium,0,0,dorsal left,Hand_0000522.jpg,0
11,20,female,medium,0,0,dorsal left,Hand_0000523.jpg,0
11,20,female,medium,0,0,dorsal left,Hand_0000524.jpg,0
11,20,female,medium,0,0,dorsal left,Hand_0000525.jpg,0
11,20,female,medium,0,0,dorsal left,Hand_0000526.jpg,0
11,20,female,medium,0,0,dorsal left,Hand_0000528.jpg,0
11,20,female,medium,0,0,dorsal left,Hand_0000529.jpg,0
11,20,female,medium,0,0,dorsal right,Hand_0000545.jpg,0
11,20,female,medium,0,0,dorsal right,Hand_0000546.jpg,0
11,20,female,medium,0,0,dorsal right,Hand_0000547.jpg,0
11,20,female,medium,0,0,dorsal right,Hand_0000548.jpg,0
11,20,female,medium,0,0,dorsal right,Hand_0000549.jpg,0
11,20,female,medium,0,0,dorsal right,Hand_0000550.jpg,0
11,20,female,medium,0,0,dorsal right,Hand_0000551.jpg,0
63,21,female,medium,1,0,dorsal right,Hand_0000559.jpg,0
63,21,female,medium,1,0,dorsal right,Hand_0000560.jpg,0
63,21,female,medium,1,0,dorsal right,Hand_0000561.jpg,0
63,21,female,medium,1,0,dorsal right,Hand_0000562.jpg,0
63,21,female,medium,1,0,dorsal right,Hand_0000563.jpg,0
63,21,female,medium,1,0,dorsal right,Hand_0000564.jpg,0
63,21,female,medium,0,0,dorsal left,Hand_0000571.jpg,0
63,21,female,medium,0,0,dorsal left,Hand_0000572.jpg,0
63,21,female,medium,0,0,dorsal left,Hand_0000574.jpg,0
63,21,female,medium,0,0,dorsal left,Hand_0000575.jpg,0
63,21,female,medium,0,0,dorsal left,Hand_0000576.jpg,0
63,21,female,medium,0,0,dorsal left,Hand_0000577.jpg,0
63,21,female,medium,0,0,dorsal left,Hand_0000578.jpg,0
63,21,female,medium,0,0,dorsal left,Hand_0000579.jpg,0
63,21,female,medium,0,0,dorsal left,Hand_0000580.jpg,0
63,21,female,medium,0,0,dorsal left,Hand_0000581.jpg,0
1592,20,female,medium,0,0,dorsal left,Hand_0000589.jpg,0
1592,20,female,medium,0,0,dorsal left,Hand_0000590.jpg,0
1592,20,female,medium,0,0,dorsal left,Hand_0000591.jpg,0
1592,20,female,medium,0,0,dorsal left,Hand_0000592.jpg,0
1592,20,female,medium,0,0,dorsal left,Hand_0000594.jpg,0
1592,20,female,medium,0,0,dorsal left,Hand_0000595.jpg,0
1592,20,female,medium,0,0,dorsal left,Hand_0000596.jpg,0
1592,20,female,medium,0,0,dorsal left,Hand_0000597.jpg,0
1592,20,female,medium,0,0,dorsal left,Hand_0000598.jpg,0
1592,20,female,medium,0,0,dorsal right,Hand_0000605.jpg,0
1592,20,female,medium,0,0,dorsal right,Hand_0000606.jpg,0
1592,20,female,medium,0,0,dorsal right,Hand_0000607.jpg,0
1592,20,female,medium,0,0,dorsal right,Hand_0000608.jpg,0
1592,20,female,medium,0,0,dorsal right,Hand_0000609.jpg,0
1592,20,female,medium,0,0,dorsal right,Hand_0000610.jpg,0
572,20,female,fair,0,0,dorsal right,Hand_0000619.jpg,0
572,20,female,fair,0,0,dorsal right,Hand_0000620.jpg,0
572,20,female,fair,0,0,dorsal right,Hand_0000621.jpg,0
572,20,female,fair,0,0,dorsal right,Hand_0000622.jpg,0
572,20,female,fair,0,0,dorsal right,Hand_0000623.jpg,0
572,20,female,fair,0,0,dorsal left,Hand_0000631.jpg,0
572,20,female,fair,0,0,dorsal left,Hand_0000632.jpg,0
572,20,female,fair,0,0,dorsal left,Hand_0000633.jpg,0
572,20,female,fair,0,0,dorsal left,Hand_0000634.jpg,0
572,20,female,fair,0,0,dorsal left,Hand_0000635.jpg,0
572,20,female,fair,0,0,dorsal left,Hand_0000636.jpg,0
1593,20,female,medium,1,0,dorsal left,Hand_0000643.jpg,0
1593,20,female,medium,1,0,dorsal left,Hand_0000644.jpg,0
1593,20,female,medium,1,0,dorsal left,Hand_0000645.jpg,0
1593,20,female,medium,1,0,dorsal left,Hand_0000646.jpg,0
1593,20,female,medium,1,0,dorsal left,Hand_0000647.jpg,0
1593,20,female,medium,1,0,dorsal left,Hand_0000648.jpg,0
1593,20,female,medium,1,0,dorsal left,Hand_0000649.jpg,0
1593,20,female,medium,1,0,dorsal left,Hand_0000650.jpg,0
1593,20,female,medium,0,0,dorsal right,Hand_0000657.jpg,0
1593,20,female,medium,0,0,dorsal right,Hand_0000658.jpg,0
1593,20,female,medium,0,0,dorsal right,Hand_0000659.jpg,0
1593,20,female,medium,0,0,dorsal right,Hand_0000660.jpg,0
1593,20,female,medium,0,0,dorsal right,Hand_0000661.jpg,0
1593,20,female,medium,0,0,dorsal right,Hand_0000662.jpg,0
4,21,female,medium,0,0,dorsal right,Hand_0000672.jpg,0
4,21,female,medium,0,0,dorsal right,Hand_0000673.jpg,0
4,21,female,medium,0,0,dorsal right,Hand_0000674.jpg,0
4,21,female,medium,0,0,dorsal right,Hand_0000675.jpg,0
4,21,female,medium,0,0,dorsal right,Hand_0000676.jpg,0
4,21,female,medium,0,0,dorsal right,Hand_0000677.jpg,0
4,21,female,medium,0,0,dorsal right,Hand_0000678.jpg,0
4,21,female,medium,0,0,dorsal right,Hand_0000679.jpg,0
4,21,female,medium,0,0,dorsal right,Hand_0000680.jpg,0
4,21,female,medium,0,0,dorsal right,Hand_0000681.jpg,0
4,21,female,medium,0,0,dorsal right,Hand_0000682.jpg,0
4,21,female,medium,0,0,dorsal right,Hand_0000683.jpg,0
4,21,female,medium,0,0,dorsal left,Hand_0000694.jpg,0
4,21,female,medium,0,0,dorsal left,Hand_0000695.jpg,0
4,21,female,medium,0,0,dorsal left,Hand_0000696.jpg,0
4,21,female,medium,0,0,dorsal left,Hand_0000697.jpg,0
4,21,female,medium,0,0,dorsal left,Hand_0000698.jpg,0
4,21,female,medium,0,0,dorsal left,Hand_0000699.jpg,0
4,21,female,medium,0,0,dorsal left,Hand_0000700.jpg,0
4,21,female,medium,0,0,dorsal left,Hand_0000701.jpg,0
4,21,female,medium,0,0,dorsal left,Hand_0000702.jpg,0
1023,20,female,medium,0,0,dorsal right,Hand_0000709.jpg,0
1023,20,female,medium,0,0,dorsal right,Hand_0000710.jpg,0
1023,20,female,medium,0,0,dorsal right,Hand_0000711.jpg,0
1023,20,female,medium,0,0,dorsal right,Hand_0000712.jpg,0
1023,20,female,medium,0,0,dorsal right,Hand_0000713.jpg,0
1023,20,female,medium,0,0,dorsal right,Hand_0000714.jpg,0
1023,20,female,medium,0,0,dorsal right,Hand_0000715.jpg,0
1023,20,female,medium,0,0,dorsal right,Hand_0000716.jpg,0
1023,20,female,medium,0,0,dorsal right,Hand_0000717.jpg,0
1023,20,female,medium,0,0,dorsal right,Hand_0000718.jpg,0
1023,20,female,medium,0,0,dorsal left,Hand_0000727.jpg,0
1023,20,female,medium,0,0,dorsal left,Hand_0000729.jpg,0
1023,20,female,medium,0,0,dorsal left,Hand_0000730.jpg,0
1023,20,female,medium,0,0,dorsal left,Hand_0000731.jpg,0
1023,20,female,medium,0,0,dorsal left,Hand_0000732.jpg,0
1023,20,female,medium,0,0,dorsal left,Hand_0000733.jpg,0
1023,20,female,medium,0,0,dorsal left,Hand_0000734.jpg,0
45,21,female,medium,0,0,dorsal left,Hand_0000758.jpg,0
45,21,female,medium,0,0,dorsal left,Hand_0000759.jpg,0
45,21,female,medium,0,0,dorsal left,Hand_0000760.jpg,0
45,21,female,medium,0,0,dorsal left,Hand_0000761.jpg,0
45,21,female,medium,0,0,dorsal left,Hand_0000762.jpg,0
45,21,female,medium,0,0,dorsal right,Hand_0000763.jpg,0
45,21,female,medium,0,0,dorsal right,Hand_0000764.jpg,0
45,21,female,medium,0,0,dorsal right,Hand_0000765.jpg,0
570,21,female,medium,0,0,dorsal right,Hand_0000774.jpg,1
570,21,female,medium,0,0,dorsal right,Hand_0000775.jpg,1
570,21,female,medium,0,0,dorsal right,Hand_0000776.jpg,1
570,21,female,medium,0,0,dorsal right,Hand_0000777.jpg,1
570,21,female,medium,0,0,dorsal right,Hand_0000778.jpg,1
570,21,female,medium,0,0,dorsal right,Hand_0000779.jpg,1
570,21,female,medium,0,0,dorsal right,Hand_0000780.jpg,1
570,21,female,medium,0,0,dorsal right,Hand_0000781.jpg,1
570,21,female,medium,0,0,dorsal right,Hand_0000782.jpg,1
570,21,female,medium,0,0,dorsal right,Hand_0000783.jpg,1
570,21,female,medium,0,0,dorsal left,Hand_0000805.jpg,1
570,21,female,medium,0,0,dorsal left,Hand_0000806.jpg,1
570,21,female,medium,0,0,dorsal left,Hand_0000807.jpg,1
61,21,female,medium,0,0,dorsal left,Hand_0000809.jpg,0
61,21,female,medium,0,0,dorsal left,Hand_0000810.jpg,0
61,21,female,medium,0,0,dorsal left,Hand_0000811.jpg,0
61,21,female,medium,0,0,dorsal left,Hand_0000812.jpg,0
61,21,female,medium,0,0,dorsal left,Hand_0000813.jpg,0
61,21,female,medium,0,0,dorsal left,Hand_0000814.jpg,0
61,21,female,medium,0,0,dorsal right,Hand_0000823.jpg,0
61,21,female,medium,0,0,dorsal right,Hand_0000824.jpg,0
61,21,female,medium,0,0,dorsal right,Hand_0000825.jpg,0
61,21,female,medium,0,0,dorsal right,Hand_0000826.jpg,0
61,21,female,medium,0,0,dorsal right,Hand_0000827.jpg,0
61,21,female,medium,0,0,dorsal right,Hand_0000828.jpg,0
61,21,female,medium,0,0,dorsal right,Hand_0000829.jpg,0
62,22,female,medium,1,0,dorsal right,Hand_0000840.jpg,0
62,22,female,medium,1,0,dorsal right,Hand_0000841.jpg,0
62,22,female,medium,1,0,dorsal right,Hand_0000842.jpg,0
62,22,female,medium,1,0,dorsal right,Hand_0000843.jpg,0
62,22,female,medium,1,0,dorsal right,Hand_0000844.jpg,0
62,22,female,medium,1,0,dorsal right,Hand_0000845.jpg,0
62,22,female,medium,0,0,dorsal left,Hand_0000854.jpg,0
62,22,female,medium,0,0,dorsal left,Hand_0000855.jpg,0
62,22,female,medium,0,0,dorsal left,Hand_0000858.jpg,0
62,22,female,medium,0,0,dorsal left,Hand_0000859.jpg,0
62,22,female,medium,0,0,dorsal left,Hand_0000860.jpg,0
62,22,female,medium,0,0,dorsal left,Hand_0000861.jpg,0
62,22,female,medium,0,0,dorsal left,Hand_0000862.jpg,0
57,26,male,dark,0,0,dorsal left,Hand_0000876.jpg,0
57,26,male,dark,0,0,dorsal left,Hand_0000877.jpg,0
57,26,male,dark,0,0,dorsal left,Hand_0000878.jpg,0
57,26,male,dark,0,0,dorsal left,Hand_0000879.jpg,0
57,26,male,dark,0,0,dorsal left,Hand_0000880.jpg,0
57,26,male,dark,0,0,dorsal left,Hand_0000881.jpg,0
57,26,male,dark,0,0,dorsal left,Hand_0000882.jpg,0
57,26,male,dark,1,0,dorsal right,Hand_0000895.jpg,0
57,26,male,dark,1,0,dorsal right,Hand_0000896.jpg,0
57,26,male,dark,1,0,dorsal right,Hand_0000897.jpg,0
57,26,male,dark,1,0,dorsal right,Hand_0000898.jpg,0
57,26,male,dark,1,0,dorsal right,Hand_0000899.jpg,0
57,26,male,dark,1,0,dorsal right,Hand_0000900.jpg,0
57,26,male,dark,1,0,dorsal right,Hand_0000901.jpg,0
57,26,male,dark,1,0,dorsal right,Hand_0000902.jpg,0
57,26,male,dark,1,0,dorsal right,Hand_0000903.jpg,0
57,26,male,dark,1,0,dorsal right,Hand_0000904.jpg,0
57,26,male,dark,1,0,dorsal right,Hand_0000905.jpg,0
57,26,male,dark,0,0,dorsal right,Hand_0000913.jpg,0
57,26,male,dark,0,0,dorsal right,Hand_0000914.jpg,0
57,26,male,dark,0,0,dorsal right,Hand_0000915.jpg,0
57,26,male,dark,0,0,dorsal right,Hand_0000916.jpg,0
57,26,male,dark,0,0,dorsal right,Hand_0000917.jpg,0
57,26,male,dark,0,0,dorsal right,Hand_0000918.jpg,0
57,26,male,dark,0,0,dorsal right,Hand_0000919.jpg,0
529,22,female,fair,1,0,dorsal right,Hand_0000928.jpg,0
529,22,female,fair,1,0,dorsal right,Hand_0000929.jpg,0
529,22,female,fair,1,0,dorsal right,Hand_0000930.jpg,0
529,22,female,fair,1,0,dorsal right,Hand_0000931.jpg,0
529,22,female,fair,1,0,dorsal right,Hand_0000932.jpg,0
529,22,female,fair,1,0,dorsal right,Hand_0000933.jpg,0
529,22,female,fair,0,0,dorsal left,Hand_0000941.jpg,0
529,22,female,fair,0,0,dorsal left,Hand_0000942.jpg,0
529,22,female,fair,0,0,dorsal left,Hand_0000950.jpg,0
529,22,female,fair,0,0,dorsal left,Hand_0000951.jpg,0
529,22,female,fair,0,0,dorsal left,Hand_0000952.jpg,0
529,22,female,fair,0,0,dorsal left,Hand_0000953.jpg,0
529,22,female,fair,0,0,dorsal left,Hand_0000954.jpg,0
